0,8,12,16.304,-93.152,16.864,-92.461,196.391
1,8,121,16.304,-93.152,17.081,-92.802,212.948
2,8,137,16.304,-93.152,16.096,-92.837,82.668
3,8,156,16.304,-93.152,16.179,-92.293,168.984
4,8,301,16.304,-93.152,16.877,-93.222,108.35
5,8,317,16.304,-93.152,16.044,-92.82,88.457
6,8,403,16.304,-93.152,16.486,-92.571,129.556
7,8,482,16.304,-93.152,17.171,-92.686,230.418
8,8,493,16.304,-93.152,16.98,-92.288,232.37
9,8,510,16.304,-93.152,16.73,-93.034,78.534
10,8,513,16.304,-93.152,16.821,-92.214,198.761
11,8,530,16.304,-93.152,16.038,-92.978,79.65
12,8,578,16.304,-93.152,16.346,-93.414,35.698
13,8,604,16.304,-93.152,17.132,-92.805,225.916
14,8,615,16.304,-93.152,16.606,-93.795,144.561
15,8,628,16.304,-93.152,16.468,-93.439,49.229
16,8,650,16.304,-93.152,16.251,-92.02,213.932
17,8,691,16.304,-93.152,16.337,-92.667,115.599
18,8,692,16.304,-93.152,16.312,-93.209,11.942
19,8,744,16.304,-93.152,16.892,-92.627,180.285
20,8,764,16.304,-93.152,16.474,-92.025,230.834
21,8,787,16.304,-93.152,17.131,-93.16,176.324
22,8,842,16.304,-93.152,16.731,-92.725,142.732
23,8,888,16.304,-93.152,16.946,-93.012,146.007
24,8,897,16.304,-93.152,16.136,-92.999,63.052
25,8,898,16.304,-93.152,16.785,-92.689,160.494
26,8,915,16.304,-93.152,16.967,-93.108,128.711
27,8,980,16.304,-93.152,16.473,-92.407,157.289
28,8,1021,16.304,-93.152,16.394,-92.697,107.876
29,8,1090,16.304,-93.152,16.426,-93.322,40.609
30,8,1100,16.304,-93.152,16.457,-93.127,36.847
31,8,1130,16.304,-93.152,17.294,-93.008,260.481
32,8,1198,16.304,-93.152,16.849,-92.445,201.09
33,8,1242,16.304,-93.152,16.708,-92.739,145.081
34,8,1271,16.304,-93.152,16.573,-92.72,105.151
35,8,1310,16.304,-93.152,16.759,-92.716,148.325
36,8,1333,16.304,-93.152,16.294,-92.425,149.764
37,8,1342,16.304,-93.152,16.857,-93.415,101.237
38,8,1367,16.304,-93.152,17.373,-92.817,287.702
39,8,1405,16.304,-93.152,16.889,-92.924,161.476
40,8,1538,16.304,-93.152,16.439,-92.583,136.671
41,8,1607,16.304,-93.152,15.886,-93.527,179.867
42,8,1614,16.304,-93.152,17.067,-92.86,202.159
43,8,1618,16.304,-93.152,16.907,-92.259,217.304
44,8,1662,16.304,-93.152,17.138,-93.31,201.386
45,8,1691,16.304,-93.152,16.544,-92.678,111.367
46,8,1705,16.304,-93.152,16.735,-92.781,133.957
47,8,1706,16.304,-93.152,16.703,-93.103,75.01
48,8,1709,16.304,-93.152,16.538,-92.896,77.33
49,8,1715,16.304,-93.152,16.523,-92.438,149.496
50,8,1716,16.304,-93.152,17.227,-93.162,286.705
51,8,1717,16.304,-93.152,16.429,-93.443,46.54
52,8,1733,16.304,-93.152,16.613,-92.717,112.572
53,8,1785,16.304,-93.152,16.244,-92.35,160.435
54,8,1877,16.304,-93.152,16.183,-92.194,191.244
55,8,1894,16.304,-93.152,17.061,-92.721,206.32
56,8,2027,16.304,-93.152,17.206,-92.931,226.326
57,8,2114,16.304,-93.152,17.199,-93.011,242.114
58,8,2159,16.304,-93.152,16.802,-92.9,144.96
59,8,2226,16.304,-93.152,16.886,-92.372,210.309
60,8,2262,16.304,-93.152,17.097,-93.21,154.242
61,8,2287,16.304,-93.152,16.783,-92.345,178.646
62,8,2295,16.304,-93.152,16.394,-93.292,35.678
63,8,2320,16.304,-93.152,17.189,-93.606,162.184
64,8,2338,16.304,-93.152,17.005,-92.471,214.05
65,8,2365,16.304,-93.152,16.655,-92.261,182.263
66,8,2387,16.304,-93.152,16.277,-92.451,144.105
67,8,2441,16.304,-93.152,17.243,-93.017,252.001
68,8,2472,16.304,-93.152,16.116,-92.694,102.05
69,8,2505,16.304,-93.152,16.168,-93.075,51.721
70,8,2523,16.304,-93.152,16.71,-93.12,76.132
71,8,2617,16.304,-93.152,16.136,-93.166,40.956
72,8,2653,16.304,-93.152,16.731,-92.039,226.265
73,8,2686,16.304,-93.152,16.867,-93.207,106.329
74,8,2710,16.304,-93.152,16.672,-93.65,124.619
75,8,2725,16.304,-93.152,17.162,-92.895,218.684
76,8,2791,16.304,-93.152,17.138,-92.71,222.279
77,8,2795,16.304,-93.152,16.179,-93.265,27.0
78,8,2797,16.304,-93.152,16.367,-92.996,26.681
79,8,2888,16.304,-93.152,16.996,-92.897,178.615
80,8,2969,16.304,-93.152,16.558,-92.808,93.55
81,8,3046,16.304,-93.152,16.339,-92.56,128.145
82,8,3072,16.304,-93.152,16.545,-92.477,144.109
83,8,3089,16.304,-93.152,16.623,-93.1,61.778
84,8,3143,16.304,-93.152,16.364,-92.369,159.674
85,8,3174,16.304,-93.152,16.314,-91.984,219.661
86,8,3306,16.304,-93.152,16.8,-93.267,99.579
87,8,3369,16.304,-93.152,16.088,-93.757,145.631
88,8,3383,16.304,-93.152,16.235,-93.256,15.762
89,8,3392,16.304,-93.152,16.763,-93.375,86.769
90,8,3407,16.304,-93.152,16.689,-93.724,131.67
91,8,3420,16.304,-93.152,16.722,-93.018,86.178
92,8,3516,16.304,-93.152,16.228,-92.13,201.392
93,8,3554,16.304,-93.152,16.732,-92.642,154.662
94,8,3618,16.304,-93.152,16.746,-93.133,81.861
95,12,121,16.864,-92.461,17.081,-92.802,175.465
96,12,137,16.864,-92.461,16.096,-92.837,231.719
