-1,5,1,9,3,10,2,6,7,8,4
5,0,3,8,2,8,1,1,4,4,1
1,3,0,13,5,11,3,4,7,8,4
9,8,13,0,9,2,9,7,5,4,7
3,2,5,9,0,11,2,3,6,5,2
10,8,11,2,11,0,9,7,4,6,9
2,1,3,9,2,9,0,2,5,5,2
6,1,4,7,3,7,2,0,3,3,2
7,4,7,5,6,4,5,3,0,1,5
8,4,8,4,5,6,5,3,1,0,3
4,1,4,7,2,9,2,2,5,3,0
