MUNICIPIO,LOCALIDAD, HABITANTES ,LATITUD,LONGITUD,
Juchique de Ferrer,Juchique de Ferrer,2766,19.84043,-96.69482,
Ixtlahuaca,San Antonio Bonixi,2768,19.490278,-99.726111,
Mixquiahuala de Ju·rez,Colonia TeÒhe,2768,20.19369,-99.17838,
San Salvador El Verde,San Salvador el Verde,2768,19.2688,-98.51462,
Benito Ju·rez,Florencia,2768,21.50429,-103.5515,
Pahuatl·n,Xolotla,2770,20.2625,-98.133056,
San Miguel de Allende,Los RodrÌguez,2773,21.04489,-100.6448,
Tlajomulco de Z˙Òiga,Lomas de Tejeda,2773,20.46439,-103.401887,
Texcoco,Santa MarÌa Tecuanulco,2773,19.50246,-98.76504,
CÛrdoba,Colorines,2773,18.88473,-96.97822,
Santa MarÌa del Oro,La Labor,2774,21.371944,-104.719722,
TarÌmbaro,Campestre TarÌmbaro,2774,19.774997,-101.129167,
Los Reyes de Ju·rez,Santiago Acozac,2775,18.9579,-97.8113,
Altotonga,Juan Marcos (San JosÈ Buenavista),2777,19.729167,-97.196667,
C·rdenas,Poblado C-33 20 de Noviembre,2779,17.96619,-93.56513,
ParaÌso,Puerto Ceiba,2780,18.41088,-93.17712,
Teopisca,Nuevo LeÛn,2782,16.486111,-92.570833,
Ayotl·n,Betania,2782,20.58143,-102.3812,
Pitiquito,Puerto Libertad,2782,29.90646,-112.69039,
Guadalupe,Cieneguitas,2782,22.714068,-102.494243,
Tamazul·pam del EspÌritu Santo,Tamazul·pam del EspÌritu Santo,2783,17.05463,-96.06769,
Ixtlahuaca,Jalpa de los BaÒos,2786,19.678333,-99.873889,
Otzolotepec,San Mateo Capulhuac,2786,19.46892,-99.52988,
RincÛn de Romos,Escaleras,2790,22.25005,-102.33258,
Celaya,Juan MartÌn,2791,20.46875,-100.74813,
Santo Tom·s Hueyotlipan,San Miguel Zacaola,2791,18.88302,-97.84855,
Villa de Tezontepec,Benito Ju·rez,2792,19.89055,-98.80795,
San Pedro Quiatoni,San Pedro Quiatoni,2792,16.78044,-96.03,
Amecameca,San Antonio Zoyatzingo,2795,19.092222,-98.785,
Actopan,El Huaxtho,2798,20.24018,-98.96225,
Tuzantla,Tuzantla,2798,19.2114,-100.57457,
NatÌvitas,Santo Tom·s la Concordia,2798,19.2215,-98.31762,
Guanajuato,Puentecillas,2799,20.93432,-101.28269,
Huimanguillo,Ocuapan,2800,17.855278,-93.489722,
Irapuato,Valencianita,2800,20.74779,-101.29903,
Poncitl·n,Santa Cruz el Grande,2800,20.374985,-102.863569,
Villa Hidalgo,Villa Hidalgo,2800,22.45478,-100.67817,
El Mante,El LimÛn,2800,22.82996,-99.01325,
TumbiscatÌo,TumbiscatÌo de Ruiz,2801,18.52436,-102.37672,
La Barca,Portezuelo,2802,20.41432,-102.52131,
La Paz,Bosques de la Magdalena,2803,19.35732,-98.94753,
San Mateo del Mar,Colonia Ju·rez,2803,16.210003,-95.02751,
Acolman,San Pedro Tepetitl·n,2805,19.62668,-98.88926,
Tlatlauquitepec,Ocotl·n de Betancourt,2806,19.798668,-97.537,
Soledad de Graciano S·nchez,Rancho Nuevo,2807,22.22199,-100.92584,
Ayutla de los Libres,Colotepec,2808,17.040556,-99.212222,
Zamora,Chaparaco,2808,19.96105,-102.2616,
Valladolid,Yalcob·,2808,20.79021,-88.03992,
Chichiquila,Chichiquila,2812,19.19984,-97.06714,
Rosario,Rosario,2815,27.84395,-109.37092,
ErongarÌcuaro,Jar·cuaro,2817,19.560833,-101.6775,
Xaltocan,San SimÛn Tlatlahuquitepec,2817,19.399128,-98.222041,
Guerrero,Tomochi,2818,28.35171,-107.84673,
Villa DÌaz Ordaz,San Miguel del Valle,2818,17.020279,-96.418266,
Acajete,Tlacamilco,2819,19.07244,-97.91513,
Tekax,Kancab,2819,20.19626,-89.34658,
Tlahuapan,Guadalupe Zaragoza,2820,19.35565,-98.53881,
Huehuetla,Huehuetla,2821,20.46093,-98.07629,
Palmar de Bravo,Jes˙s Nazareno,2821,18.88008,-97.62375,
ZinapÈcuaro,Valle de Ju·rez (Jer·huaro),2822,19.88251,-100.64724,
Aramberri,La AscenciÛn,2823,24.32512,-99.91368,
Magdalena Apasco,Magdalena Apasco,2824,17.24063,-96.82246,
Guasave,El Cerro CabezÛn,2824,25.56661,-108.85598,
Yaxkukul,Yaxkukul,2825,21.06094,-89.42103,
Samahil,Samahil,2826,20.88386,-89.8873,
San Pedro Huilotepec,San Pedro Huilotepec,2827,16.24306,-95.15078,
Tochimilco,San Antonio Alpanocan,2828,18.87575,-98.70537,
Tunk·s,Tunk·s,2828,20.90244,-88.75106,
ChampotÛn,Carrillo Puerto,2829,19.09304,-90.52174,
Ayahualulco,Ayahualulco,2832,19.35161,-97.15126,
San JosÈ del Progreso,San JosÈ del Progreso,2833,16.68548,-96.68513,
Escuinapa,Ojo de Agua de Palmillas,2833,22.61951,-105.60349,
San Lucas Camotl·n,San Lucas Camotl·n,2834,16.94576,-95.71151,
Chignahuapan,Ixtlahuaca Barrio,2835,19.85043,-98.00455,
Tlapa de Comonfort,Tototepec (Yozononi),2836,17.434167,-98.586944,
Santa MarÌa Huatulco,Sector H Tres,2837,15.766194,-96.146994,
Apetatitl·n de Antonio Carvajal,Tlatempan,2837,19.33409,-98.20401,
Charapan,Cocucho,2838,19.69476,-102.18976,
Buenavista,Catalinas (Francisco Villa),2840,19.095553,-102.578889,
Tecoanapa,Huamuchapa,2841,16.944167,-99.3175,
Atenango del RÌo,Atenango del RÌo,2842,18.10596,-99.10772,
Ziracuaretiro,Ziracuaretiro,2842,19.41331,-101.91185,
Atlacomulco,Santa Cruz Bombatevi,2843,19.805,-99.886667,
Emiliano Zapata,Emiliano Zapata,2843,19.55735,-97.91725,
Ixtlahuaca,Barrio San JoaquÌn la Cabecera,2847,19.558889,-99.753333,
Tenancingo,La CiÈnega,2847,18.956111,-99.581389,
Tolim·n,Tolim·n,2847,20.90853,-99.92965,
Atzalan,Colonias Pedernales,2848,20.04578,-97.05358,
Atenco,Zapotl·n,2849,19.546667,-98.903056,
Delicias,Miguel Hidalgo,2850,28.14984,-105.39628,
Puebla,Galaxia la Calera,2850,18.99794,-98.15132,
CuauhtÈmoc,El Trapiche,2851,19.27775,-103.66379,
Coatecas Altas,Coatecas Altas,2851,16.5378,-96.67409,
Tlatlauquitepec,Oyameles,2854,19.69616,-97.53399,
Igualapa,Igualapa,2856,16.74369,-98.47698,
Huitiup·n,Huitiup·n,2857,17.17099,-92.68553,
San BartolomÈ Ayautla,San BartolomÈ Ayautla,2858,18.02967,-96.66705,
Ixtaczoquitl·n,Campo Grande,2859,18.82202,-97.01305,
Iz˙car de Matamoros,San Nicol·s Tolentino,2862,18.54763,-98.50907,
Tuzant·n,Tuzant·n,2863,15.1475,-92.42408,
Ixtacuixtla de Mariano Matamoros,La Trinidad Tenexyecac,2863,19.33532,-98.31412,
Tenancingo,San MartÌn Coapaxtongo,2865,18.99441,-99.57075,
Cuautlancingo,San Jacinto,2865,19.15395,-98.25902,
Zoquitl·n,Zoquitl·n,2865,18.33354,-97.01984,
San Diego de la UniÛn,San Juan Pan de Arriba,2867,21.46933,-100.92363,
San Ignacio RÌo Muerto,BahÌa de Lobos,2867,27.35211,-110.45157,
ChilÛn,Guaquitepec,2868,16.98,-92.288056,
Apaseo El Grande,Amexhe,2869,20.55064,-100.58574,
Tizap·n El Alto,Villa Emiliano Zapata (Ejido Modelo),2869,20.16592,-102.99239,
OthÛn P. Blanco,¡lvaro ObregÛn,2869,18.29738,-88.65392,
JosÈ MarÌa Morelos,DziuchÈ,2870,19.89794,-88.80679,
Ocuilan,Santa MÛnica,2872,18.99228,-99.42398,
Ixtlahuaca,Barrio de San Pedro la Cabecera,2874,19.5632,-99.74498,
LeÛn,Loza de los Padres,2875,21.07124,-101.54662,
Amacueca,Amacueca,2875,20.00872,-103.59786,
Xaloztoc,Guadalupe Texmolac,2875,19.42481,-98.04647,
Mama,Mama,2876,20.47644,-89.36548,
C·rdenas,Poblado C-15 Adolfo LÛpez Mateos,2877,18.11239,-93.56522,
Panotla,San Tadeo Huiloapan,2877,19.38383,-98.2733,
Apaseo El Grande,El Castillo,2878,20.58036,-100.49235,
Cuautepec de Hinojosa,Santa MarÌa Nativitas,2878,20.04012,-98.29218,
Dzit·s,Dzit·s,2879,20.84106,-88.52829,
Tonanitla,Colonia la AsunciÛn,2881,19.690833,-99.064167,
Chiapa de Corzo,JardÌnes del Grijalva,2881,16.7302,-93.03359,
Polotitl·n,Polotitl·n de la IlustraciÛn,2881,20.22428,-99.8142,
Veracruz,Lomas de RÌo Medio Cuatro,2882,19.19336,-96.21054,
Ocosingo,Abasolo,2884,16.82147,-92.21366,
Cadereyta de Montes,El Palmar (Santa MarÌa del Palmar),2884,20.69546,-99.7057,
Salamanca,C·rdenas,2885,20.62987,-101.21942,
Ayala,Chinameca,2887,18.62085,-98.99818,
Ahome,El Colorado,2889,25.75937,-109.31536,
Navolato,Juan Aldama (El Tigre),2889,24.94164,-107.8194,
Nacajuca,Tapotzingo,2890,18.203889,-93.0175,
Camerino Z. Mendoza,Necoxtla,2890,18.778611,-97.153611,
Venustiano Carranza,Cumuatillo,2891,20.1536,-102.62401,
Tequisquiapan,Fuentezuelas,2895,20.55771,-99.97985,
Veracruz,RÌo Medio [Granja],2895,19.20975,-96.20873,
Irapuato,Cuchicuato,2896,20.6615,-101.46226,
Ozumba,San Mateo Tecalco,2897,19.05162,-98.79624,
Tepecoacuilco de Trujano,Mayanal·n,2898,18.17163,-99.43371,
Hueyotlipan,San SimeÛn Xipetzinco,2898,19.47895,-98.29314,
Centro,BoquerÛn 4ta. SecciÛn (Laguna Nueva),2899,17.913889,-92.994167,
LeÛn,San Juan de Otates,2905,21.11422,-101.55767,
Villa Corzo,Nuevo Vicente Guerrero,2906,16.03752,-92.97804,
C·rdenas,Azucena 2da. SecciÛn,2907,18.2692,-93.65155,
Morelos,San Sebasti·n Buenos Aires (San Sebasti·n),2908,19.725278,-99.6025,
Tila,El Limar,2908,17.41543,-92.4044,
GuanacevÌ,GuanacevÌ,2908,25.93411,-105.95479,
Ju·rez,Valle de VaquerÌas,2908,25.63249,-100.14645,
Vicente Guerrero,Santa MarÌa del Monte,2910,18.5415,-97.2007,
Ayotoxco de Guerrero,Ayotoxco de Guerrero,2911,20.09761,-97.41027,
OthÛn P. Blanco,Javier Rojo GÛmez,2911,18.27276,-88.6782,
Tamazunchale,Tezapotla,2912,21.173611,-98.814167,
San Juan del RÌo,San Juan del RÌo del Centauro del Norte,2912,24.78162,-104.46412,
Villaldama,Ciudad de Villaldama,2912,26.49365,-100.43174,
Toluca,San Diego Linares,2914,19.385556,-99.6375,
Zinacantepec,Colonia Morelos (Ejido San Juan de las Huertas),2915,19.244444,-99.745833,
Jalpa de MÈndez,Iquinuapa,2915,18.19926,-93.12404,
Atzalan,Plan de Arroyos,2915,19.89371,-97.11004,
Tula de Allende,Santa Ana Ahuehuepan,2917,20.12007,-99.34558,
Huehuetoca,Unidad San Miguel Jag¸eyes,2919,19.81682,-99.28657,
YÈcora,YÈcora,2920,28.36724,-108.93058,
Tacotalpa,Tapijulapa,2921,17.45971,-92.7773,
Centro,Gonz·lez 1ra. SecciÛn,2922,17.970556,-93.061667,
San MartÌn Chalchicuautla,San MartÌn Chalchicuautla,2922,21.37051,-98.65703,
Copanatoyac,Copanatoyac,2924,17.46438,-98.71193,
Ahome,Mochis (Ejido Mochis),2924,25.82759,-109.0516,
Villa Victoria,La Puerta del Pilar,2925,19.456389,-100.013333,
Etchojoa,Basconcobe,2926,26.95947,-109.66983,
San Pedro,Luchana,2929,25.79057,-103.1953,
Acatl·n,Acatl·n,2929,19.69572,-96.84146,
Apaseo El Grande,Obrajuelo,2932,20.59553,-100.55917,
San Blas,Guadalupe Victoria,2932,21.67264,-105.3283,
El Arenal,El Arenal,2933,20.22412,-98.90684,
Tancanhuitz,Tancanhuitz,2933,21.59552,-98.96774,
Hermosillo,San Pedro o el Saucito (San Pedro el Saucito),2938,29.17759,-110.89186,
Cuetzalan del Progreso,Tzinacapan,2939,20.03259,-97.53915,
Morelia,Puerto de Buenavista (L·zaro C·rdenas),2940,19.68784,-101.12366,
Acatzingo,Nicol·s Bravo,2940,19.015976,-97.824123,
Salvador Escalante,ZirahuÈn,2942,19.453889,-101.731945,
Santiago Sochiapan,Xochiapa,2942,17.66328,-95.73495,
Cher·n,Tanaco,2947,19.73876,-102.0805,
Ixtlahuaca,Barrio San JoaquÌn el Junco,2952,19.564167,-99.773333,
Silao,Comanjilla,2955,21.06473,-101.47223,
El MarquÈs,Tierra Blanca,2955,20.78159,-100.37944,
Jalcomulco,Jalcomulco,2955,19.33431,-96.76243,
Mineral de la Reforma,El Saucillo,2957,20.07924,-98.73947,
Jacona,El Platanal (La Planta),2958,19.93045,-102.25338,
Chinampa de Gorostiza,Colonia las Flores,2959,21.36149,-97.69287,
Chapa de Mota,Dongu,2961,19.84717,-99.58254,
Amanalco,San Juan,2962,19.248611,-100.030278,
Villaflores,Doctor Domingo Chanona,2962,16.34605,-93.4141,
Puru·ndiro,Galeana,2962,20.0371,-101.56959,
Centro,BoquerÛn 1ra. SecciÛn (San Pedro),2963,17.916389,-93.0075,
Teopantl·n,Teopantl·n,2963,18.7117,-98.26235,
Huehuetoca,El Dorado Huehuetoca,2964,19.882625,-99.202699,
Villa Guerrero,San Mateo Coapexco,2965,18.961111,-99.683889,
Tulancingo de Bravo,Rincones de la Hacienda,2967,20.11963,-98.40106,
Toluca,Fraccionamiento Real de San Pablo,2967,19.3894,-99.6486,
Nacajuca,Saloya 1ra. SecciÛn,2968,18.096944,-92.944722,
Zacazonapan,Zacazonapan,2968,19.07426,-100.25504,
Tomatl·n,JosÈ MarÌa Morelos,2970,19.67755,-105.18416,
Temascalapa,San Juan Teacalco,2970,19.80341,-98.85409,
Zacualpan,Zacualpan,2970,18.71922,-99.77841,
TemozÛn,Hunuk˙,2971,20.8527,-88.0909,
Catazaj·,Catazaj·,2973,17.71875,-92.01741,
Irapuato,Cuarta Brigada,2973,20.622053,-101.280261,
Zacapoaxtla,La Libertad,2973,19.75403,-97.60153,
Tihuatl·n,General L·zaro C·rdenas del RÌo,2976,20.5745,-97.48721,
Namiquipa,Santa Ana,2978,29.03003,-107.47319,
Huejotzingo,Santa MarÌa Atexcac,2978,19.13767,-98.49147,
El MarquÈs,Jes˙s MarÌa,2978,20.62287,-100.25475,
Ostuac·n,Ostuac·n,2979,17.40944,-93.33632,
Irapuato,Tomelopitos,2981,20.59366,-101.36819,
Atlacomulco,Bombatevi Ejido (Ejido Santa Cruz Bombatevi),2982,19.824444,-99.888056,
Mineral de la Reforma,La Colonia,2982,20.05488,-98.77064,
San Nicol·s Buenos Aires,Emilio Portes Gil,2985,19.30665,-97.51025,
San AndrÈs Duraznal,San AndrÈs Duraznal,2987,17.13232,-92.80494,
Guasave,Bamoa,2987,25.70453,-108.347,
Guasave,Callejones de Guasavito,2991,25.56868,-108.44676,
PabellÛn de Arteaga,Emiliano Zapata,2995,22.10578,-102.30182,
Ocampo,Manzana de San Luis,2996,19.56015,-100.26754,
Apodaca,Fraccionamiento CosmÛpolis Octavo Sector,2996,25.82533,-100.246144,
Nogales,La Mesa,2996,31.15817,-110.9776,
CuencamÈ,CuauhtÈmoc,2998,24.29009,-103.80909,
Santiago Ixcuintla,Villa Ju·rez,3000,21.69083,-105.38834,
Cajeme,Quetchehueca,3001,27.26237,-109.94743,
C·rdenas,Poblado C-20 Miguel Hidalgo y Costilla,3001,18.06691,-93.50084,
Cintalapa,L·zaro C·rdenas,3002,16.60552,-93.7946,
San Juan GuelavÌa,San Juan GuelavÌa,3002,16.95501,-96.54501,
Cumpas,Cumpas,3003,29.99862,-109.78102,
Huajicori,Huajicori,3004,22.64002,-105.32457,
Amacuzac,San Gabriel las Palmas,3005,18.61356,-99.34802,
Huaquechula,Huaquechula,3005,18.77068,-98.54405,
Centro,Buena Vista 1ra. SecciÛn,3005,18.14598,-92.75095,
Huaquechula,Cacalox˙chitl,3006,18.78549,-98.48279,
Huiramba,Huiramba,3007,19.54591,-101.43817,
Yaxcab·,Yaxcab·,3007,20.55064,-88.82594,
Navolato,El Castillo,3009,24.54243,-107.70378,
Soteapan,Colonia Benito Ju·rez,3009,18.24177,-94.91333,
Axapusco,Santo Domingo Aztacameca,3012,19.78277,-98.76864,
Villaflores,Nuevo MÈxico,3014,16.46751,-93.43875,
Tapalpa,Juanacatl·n,3016,20.03346,-103.68543,
Ixmiquilpan,Panales,3017,20.46786,-99.26013,
M˙gica,G·mbara,3017,18.9304,-102.11137,
Irimbo,Irimbo,3019,19.70204,-100.47672,
Huixquilucan,El Hielo,3020,19.42682,-99.35067,
Lerdo,Carlos Real (San Carlos),3021,25.50652,-103.51619,
Donato Guerra,San Juan Xoconusco,3022,19.311944,-100.258056,
Guadalupe,Guadalupe,3022,31.38129,-106.1115,
Teziutl·n,Xoloateno,3022,19.82757,-97.37237,
San Salvador,San Antonio Zaragoza,3023,20.25374,-98.99966,
Huejutla de Reyes,Tehuetl·n,3024,21.05627,-98.50574,
Ahome,Nuevo San Miguel,3025,25.96477,-109.05592,
Chilchotla,Francisco I. Madero,3028,19.24806,-97.22674,
M˙zquiz,Las Esperanzas,3029,27.74199,-101.35321,
Chilapa de ¡lvarez,Tlamixtlahuacan,3031,17.503056,-99.225833,
Guasave,NÌo,3032,25.62972,-108.39916,
Temoaya,Ejido de Taborda,3035,19.451111,-99.701389,
Xalapa,Fraccionamiento las Fuentes,3039,19.49613,-96.88621,
PÈnjamo,Laguna Larga de CortÈs,3040,20.39231,-101.94269,
P·tzcuaro,Colonia Vista Bella (Lomas del Peaje),3040,19.49096,-101.59484,
Nautla,Nautla,3040,20.20475,-96.76938,
La Independencia,La Independencia,3041,16.25095,-92.01989,
Celaya,Santa MarÌa del Refugio,3041,20.44125,-100.80209,
Ixtacuixtla de Mariano Matamoros,Santa InÈs Tecuexcomac,3041,19.29391,-98.35078,
Tulancingo de Bravo,Santa MarÌa AsunciÛn,3042,20.154744,-98.26905,
San Felipe del Progreso,San Lucas Ocotepec,3043,19.6774,-99.97505,
Centla,SimÛn Sarlat,3044,18.34026,-92.80329,
Amatenango de la Frontera,El Pacayal,3045,15.59978,-92.04336,
Yecuatla,Yecuatla,3048,19.86576,-96.77652,
Tapachula,Raymundo EnrÌquez,3049,14.86843,-92.31421,
Huauchinango,Cuacuila,3050,20.1699,-98.03218,
Huehuetl·n El Chico,Tzicatl·n,3051,18.45186,-98.75409,
Sabanilla,Sabanilla,3052,17.2837,-92.55427,
Comalcalco,Arena 1ra. SecciÛn,3053,18.201389,-93.366944,
Tapachula,Los Cafetales,3054,14.86885,-92.30475,
Xiutetelco,San Francisco,3054,19.78015,-97.32481,
Emiliano Zapata,Tetecalita,3055,18.76875,-99.17787,
FortÌn,San Marcial,3055,18.91417,-96.96755,
Apaseo El Grande,El Jocoque,3056,20.58302,-100.69584,
Indaparapeo,San Lucas PÌo,3056,19.79409,-100.92944,
Ixtapaluca,General Manuel ¡vila Camacho,3057,19.32325,-98.76147,
C·rdenas,Poblado C-29 General Vicente Guerrero,3057,18.04868,-93.44356,
Actopan,Mozomboa,3061,19.50362,-96.47586,
Celaya,Primera FracciÛn de Crespo (El Molino),3062,20.49827,-100.8545,
Los Reyes,Pamat·cuaro,3064,19.69139,-102.34533,
HalachÛ,Cepeda,3064,20.50681,-90.11055,
Zoquitl·n,Acatepec (San Antonio),3066,18.36895,-97.04443,
Ajuchitl·n del Progreso,Changata,3068,18.27366,-100.58369,
Zapotlanejo,La Laja,3069,20.5818,-103.12028,
Zamora,La Sauceda,3069,20.09458,-102.34658,
Chicomuselo,Pablo L. Sidar,3070,15.83075,-92.27925,
MarÌn,MarÌn,3075,25.87777,-100.03069,
San Pedro Quiatoni,La Soledad Salinas,3076,16.66068,-96.00235,
SanctÛrum de L·zaro C·rdenas,Francisco Villa,3078,19.58513,-98.46305,
Ocampo,Villa las Nieves,3079,26.39996,-105.39178,
San Juan del RÌo,Galindo (San JosÈ Galindo),3079,20.3902,-100.10052,
TampamolÛn Corona,TampamolÛn Corona,3079,21.56004,-98.81745,
Guadalupe,San JerÛnimo,3080,22.65315,-102.49019,
Acolman,Prados de San Juan,3081,19.640278,-98.972778,
Otumba,Oxtotipac,3081,19.65282,-98.79387,
Santa Catarina Loxicha,Santa Catarina Loxicha,3081,16.06944,-96.75288,
Apaxco,Coyotillos,3084,20.000833,-99.157222,
Venustiano Carranza,Presidente EcheverrÌa (Laja Tendida),3084,16.337,-92.66697,
Villaflores,CuauhtÈmoc,3084,16.31221,-93.20934,
El Fuerte,Charay,3084,26.0143,-108.83167,
San Lucas,San Lucas,3085,18.59038,-100.785,
Mazatl·n,El Walamo,3085,23.13863,-106.24579,
Charo,Zurumbeneo,3086,19.700556,-101.009444,
Mexicali,Michoac·n de Ocampo,3086,32.46654,-115.3089,
Tlapehuala,San JosÈ Poliutla,3088,18.27114,-100.38892,
Almoloya de Ju·rez,Cieneguillas de Guadalupe,3089,19.405278,-99.858889,
Palizada,Palizada,3089,18.26052,-92.0878,
Almoloya de Ju·rez,Villa de Almoloya de Ju·rez,3091,19.36997,-99.75828,
Lerma,Colonia los Cedros,3094,19.31409,-99.53605,
Villamar,Villamar,3095,20.02014,-102.59655,
Felipe Carrillo Puerto,SeÒor,3095,19.84201,-88.13475,
Atitalaquia,Tezoquipa,3098,20.05747,-99.20492,
El LimÛn,El LimÛn,3102,19.82318,-104.15681,
Pantepec,Mecapalapa,3104,20.52758,-97.85443,
Antiguo Morelos,Antiguo Morelos,3104,22.55167,-99.08473,
TekantÛ,TekantÛ,3105,21.01191,-89.1091,
Jocotepec,Chantepec (El Chante),3107,20.290238,-103.393547,
Tumbal·,Joshil,3110,17.246667,-92.362778,
Tonila,Tonila,3110,19.41047,-103.54736,
Almoloya de Ju·rez,San AgustÌn Citlali,3111,19.483056,-99.795833,
Tlacotepec de Benito Ju·rez,Santo Nombre,3111,18.66584,-97.67139,
Cop·ndaro,Cop·ndaro de Galeana,3112,19.89212,-101.21429,
Irapuato,El Carrizal Grande,3113,20.70961,-101.30345,
Alto Lucero de GutiÈrrez Barrios,Mesa de Guadalupe,3115,19.56387,-96.70085,
Chiautzingo,San Antonio Tlatenco,3118,19.17578,-98.49991,
MedellÌn,Los Robles,3119,18.97295,-96.11743,
Villa de Reyes,El Rosario,3121,21.73462,-100.92575,
JosÈ Azueta,Linda Vista,3121,18.088,-95.77575,
San Luis Acatl·n,Cuanacaxtitl·n,3122,16.79945,-98.64008,
Ajuchitl·n del Progreso,Corral Falso,3123,18.24406,-100.56019,
Guasave,LeÛn Fonseca (EstaciÛn Verdura),3124,25.73157,-108.34657,
Metztitl·n,Metztitl·n,3125,20.59362,-98.7651,
JimÈnez,San Carlos,3126,29.02925,-100.90163,
ColÛn,El Blanco,3126,20.60991,-100.09994,
Uayma,Uayma,3126,20.71641,-88.3172,
Valladolid,Kanxoc,3126,20.61661,-88.0993,
Amatepec,Palmar Chico,3127,18.69389,-100.3685,
Cosamaloapan de Carpio,Nopaltepec,3127,18.27754,-95.99996,
Tejupilco,Santo Domingo-Zacatepec,3128,18.886667,-100.127222,
Chapultenango,Chapultenango,3129,17.33918,-93.13023,
Zitlala,Pochahuizco,3130,17.66469,-99.22493,
QuerÈtaro,San Miguelito,3133,20.73653,-100.5037,
Terrenate,Toluca de Guadalupe,3133,19.46388,-97.95554,
Tijuana,Los Valles,3135,32.39328,-116.95437,
Chumayel,Chumayel,3135,20.43272,-89.30119,
Matamoros,El Control,3136,25.96014,-97.81099,
L·zaro C·rdenas,Playa Azul,3139,17.9843,-102.34867,
San Dionisio del Mar,San Dionisio del Mar,3140,16.32427,-94.75921,
San Juan Bautista Tuxtepec,BenemÈrito Ju·rez,3140,18.11826,-96.00142,
Ursulo Galv·n,La Gloria,3140,19.42633,-96.39942,
ChenalhÛ,ChenalhÛ,3143,16.89156,-92.62691,
Heroica Ciudad de Juchit·n de Zaragoza,Chicapa de Castro,3143,16.43827,-94.82182,
Chiconquiaco,Chiconquiaco,3143,19.7427,-96.81894,
San MatÌas Tlalancaleca,Ju·rez Coronaco,3144,19.36125,-98.52358,
Alto Lucero de GutiÈrrez Barrios,Palma Sola,3144,19.77241,-96.43215,
Coahuitl·n,Coahuitl·n,3145,20.25988,-97.72866,
Zacatl·n,Jicolapa,3151,19.96193,-97.97326,
Pedro Escobedo,Epigmenio Gonz·lez (El Ahorcado),3151,20.5525,-100.17113,
Almoloya de Alquisiras,Almoloya de Alquisiras,3153,18.86648,-99.89136,
San Miguel Tilqui·pam,San Miguel Tilqui·pam,3153,16.78185,-96.58004,
Atlixco,San Pedro Benito Ju·rez,3153,18.95331,-98.55229,
Tlahuapan,Santiago Coltzingo,3155,19.38367,-98.53309,
Cihuatl·n,Jaluco,3156,19.2323,-104.68345,
Amatl·n de CaÒas,Amatl·n de CaÒas,3157,20.8113,-104.40219,
Jes˙s MarÌa,Corral de Barrancos,3158,21.94473,-102.3303,
Huimanguillo,C-34 (Licenciado Benito Ju·rez GarcÌa),3158,17.96987,-93.60282,
Salinas Victoria,Simeprodeso (Colectivo Nuevo),3160,25.86277,-100.29618,
Mecayapan,Huazuntl·n,3160,18.15696,-94.79339,
General Felipe ¡ngeles,San Pablo de las Tunas,3162,18.99375,-97.70725,
Iz˙car de Matamoros,Ayutla (San Felipe Ayutla),3162,18.54216,-98.50375,
Las Margaritas,Plan de Ayala,3164,16.47444,-92.025,
Villa Guerrero,San Francisco,3165,18.948611,-99.647778,
Almoloya de Ju·rez,San Miguel Almoloy·n,3165,19.35615,-99.80291,
Almoloya de Ju·rez,Barrio San Pedro (La ConcepciÛn San Pedro),3167,19.36786,-99.7634,
Epazoyucan,Epazoyucan,3168,20.01703,-98.64004,
Culiac·n,Leopoldo S·nchez Celis,3168,24.44598,-107.37568,
Atzitzintla,Atzitzintla,3170,18.89781,-97.32492,
BahÌa de Banderas,Cruz de Huanacaxtle,3171,20.75259,-105.37849,
Santiago Miahuatl·n,San Isidro Vista Hermosa,3171,18.50467,-97.39994,
Cuichapa,Cuichapa,3171,18.77316,-96.86843,
Taxco de AlarcÛn,Taxco el Viejo,3172,18.47959,-99.5855,
Zacapu,Naranja de Tapia,3172,19.77277,-101.76088,
Santiago Niltepec,Santiago Niltepec,3173,16.56267,-94.61028,
San MartÌn Hidalgo,El Crucero de Santa MarÌa,3175,20.38259,-103.86013,
Atlacomulco,Tecoac (Santa MarÌa Nativitas),3175,19.7858,-99.85353,
Tenango del Valle,San Francisco Tepexoxuca,3175,19.0576,-99.54582,
Tepalcingo,Atotonilco,3175,18.64949,-98.83159,
Vetagrande,Sauceda de la Borda,3175,22.82827,-102.49993,
Toluca,Tecaxic,3177,19.325833,-99.715833,
Pahuatl·n,San Pablito,3178,20.30102,-98.16426,
Tenancingo,San Miguel Tecomatl·n,3180,18.97834,-99.52723,
Jonacatepec,Tetelilla,3182,18.61388,-98.77402,
Huejotzingo,Santa MarÌa Nepopualco,3183,19.15244,-98.49102,
Coapilla,Coapilla,3187,17.13065,-93.16022,
Mariano Escobedo,Mariano Escobedo,3188,18.91328,-97.12985,
San Nicol·s Buenos Aires,San Nicol·s Buenos Aires,3189,19.16441,-97.55517,
Actopan,Chicavasco,3190,20.19536,-98.95462,
General P·nfilo Natera,El Saucito (El Horno),3190,22.73113,-102.09774,
San Luis Acatl·n,YoloxÛchitl,3191,16.81605,-98.68816,
Culiac·n,El LimÛn de los Ramos,3191,24.91603,-107.52248,
